,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
2655,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,3,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=54b88ad12bafe1d4&fccid=9df1e83adac21eb3&vjs=3,The Powerline Group,"Port Jefferson Station, NY 11776",Data Scientist,https://www.indeed.com/cmp/The-Powerline-Group/,,,,Port Jefferson Station,NY
2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=efb2d32728acc38c&fccid=8e93e13134189c36&vjs=3,Valassis,"Morrisville, NC 27560",Data Scientist,"https://www.indeed.com/cmp/Valassis,-Inc/","5,001 to 10,000",Consulting and Business Services,$1B to $5B (USD),Morrisville,NC
2657,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=ae46dd94e1b4869e&fccid=11619ce0d3c2c733&vjs=3,Northrop Grumman,"Falls Church, VA 22041",Data Scientist,https://www.indeed.com/cmp/Northrop-Grumman/,"10,000+",Aerospace and Defense,more than $10B (USD),Falls Church,VA
2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,https://www.indeed.com/rc/clk?jk=54fb22d81016c223&fccid=d40ebe11fc879426&vjs=3,Qualcomm,"San Diego, CA",Machine Learning Performance Engineers,https://www.indeed.com/cmp/Qualcomm/,"10,000+",Computers and Electronics,more than $10B (USD),San Diego,CA
2659,3,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=a146948338c8d67e&fccid=0b74c73a7d280485&vjs=3,Chubb,"Jersey City, NJ",Jr. Data Scientist - Technology Associate Program,https://www.indeed.com/cmp/Chubb/,"10,000+",Real Estate,$100M to $500M (USD),Jersey City,NJ
2660,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=a555f555344844fc&fccid=6ee375c5b7220eb6&vjs=3,PYRSQUARE ANALYTICS,"San Jose, CA",Data Scientist,,,,,San Jose,CA
2662,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=a555f555344844fc&fccid=6ee375c5b7220eb6&vjs=3,,,Data Scientist,,,,,,
2664,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,1,0,2,0,3,1,https://www.indeed.com/rc/clk?jk=dbd2978ff823dd57&fccid=4810863341d86f72&vjs=3,"Signature Science, LLC","Austin, TX 78759",Data Scientist,"https://www.indeed.com/cmp/Signature-Science,-LLC/",51 to 200,,$25M to $100M (USD),Austin,TX
2665,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=c62c763b8d0b7aea&fccid=d42f523e44b3d318&vjs=3,Yerdle,"Brisbane, CA",Data Scientist,,,,,Brisbane,CA
2666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,https://www.indeed.com/company/Discovery/jobs/Senior-Data-Scientist-54d6a86d014bba83?fccid=304d7dec75c281e8&vjs=3,Discovery,"Sterling, VA",Senior Data Scientist,,,,,Sterling,VA
2667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=d9a2f03c6e95f724&fccid=28d541df71b2f171&vjs=3,TripAdvisor,"Needham, MA 02494","Data Science Intern, Hotels - Summer 2020",https://www.indeed.com/cmp/Tripadvisor/,"1,001 to 5,000",Internet and Software,$1B to $5B (USD),Needham,MA
2668,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=9e528d6eef98577d&fccid=b716e44d2c6283e7&vjs=3,S&P Global,"New York, NY",Quantitative Analyst/Data Scientist,https://www.indeed.com/cmp/S&P-Global/,201 to 500,Banks and Financial Services,$25M to $100M (USD),New York,NY
2669,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,2,0,0,0,2,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=42dca4aa43f6f45c&fccid=de71a49b535e21cb&vjs=3,IBM,"Armonk, NY 10504","2020 Intern - Data Scientist Intern, Chief Analytics Office",https://www.indeed.com/cmp/IBM/,"10,000+",Consulting and Business Services,more than $10B (USD),Armonk,NY
2670,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,1,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=4462cfb7724ed8b9&fccid=da5719507841b66f&vjs=3,Prosper,"San Francisco, CA 94104",Data Scientist,https://www.indeed.com/cmp/Prosper/,201 to 500,Banks and Financial Services,$100M to $500M (USD),San Francisco,CA
2671,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=f1ac0c00b333ce47&fccid=28d541df71b2f171&vjs=3,TripAdvisor,"Needham, MA 02494","Data Scientist, Core Experience Advertising",https://www.indeed.com/cmp/Tripadvisor/,"1,001 to 5,000",Internet and Software,$1B to $5B (USD),Needham,MA
2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=7114fa8c8ab74770&fccid=ba9a7b6f178096fc&vjs=3,New York City MAYORS OFFICE OF CONTRACT SVCS,"Brooklyn, NY","Data Scientist, MO for Economic Opportunity",,,,,Brooklyn,NY
2676,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,1,1,0,3,0,https://www.indeed.com/rc/clk?jk=b86f79131be015e9&fccid=1f4ccf172f5f4ab1&vjs=3,Intertek,"Santa Clara, CA 95054","Intern, Data Science (Temporary)",https://www.indeed.com/cmp/Intertek/,"10,000+",Health Care,$1B to $5B (USD),Santa Clara,CA
2677,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,1,0,0,2,2,1,0,1,0,https://www.indeed.com/rc/clk?jk=70a246d96b1aae7f&fccid=be86dcd6c4c7908c&vjs=3,Guardian Life Insurance Company,"New York, NY",2020 Data Science Intern,https://www.indeed.com/cmp/Guardian-Life-Insurance-Company/,"5,001 to 10,000",Insurance,$5B to $10B (USD),New York,NY
2678,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,3,0,0,0,1,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=d72efc0a1d34e0aa&fccid=7077d7e88049c02a&vjs=3,AETNA,"Orlando, FL","(2) Senior Data Scientist - (Machine Learning, R, Python) (62398BR)",https://www.indeed.com/cmp/Aetna/,"10,000+",Insurance,more than $10B (USD),Orlando,FL
2682,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,1,0,https://www.indeed.com/rc/clk?jk=f934053f9fe92002&fccid=ec40aabb0ba20677&vjs=3,AvantStay,"Los Angeles, CA",Data Scientist,,,,,Los Angeles,CA
2683,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0,0,0,1,0,0,0,0,1,1,1,0,3,1,https://www.indeed.com/company/Xenith-Solutions-LLC/jobs/Data-Analytic-Specialist-8fa1a49238a50b90?fccid=8a2d43f970b678f9&vjs=3,Xenith Solutions LLC,"Ashburn, VA",Data Analytics Specialist,,,,,Ashburn,VA
2684,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,2,2,1,2,2,0,https://www.indeed.com/rc/clk?jk=b7e078c141c38e4d&fccid=2973259ddc967948&vjs=3,PepsiCo,"Purchase, NY",Data Science Analyst,https://www.indeed.com/cmp/PepsiCo/,"10,000+",Consumer Goods and Services,more than $10B (USD),Purchase,NY
2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,https://www.indeed.com/company/SaaSpack/jobs/Lead-Data-Scientist-be1bba736303398e?fccid=92c885e741406edb&vjs=3,,,Lead Data Scientist,,,,,,
2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,https://www.indeed.com/company/SaaSpack/jobs/Lead-Data-Scientist-be1bba736303398e?fccid=92c885e741406edb&vjs=3,SaaSpack,"Foster City, CA",Lead Data Scientist,,,,,Foster City,CA
2721,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/company/Tanisha-Systems-Inc/jobs/Data-Scientist-f95c6d5999f77133?fccid=6d12ee1826aa3608&vjs=3,Tanisha Systems Inc,"Hartford, CT","Data Scientist with H2O -- Hartford, CT",,,,,Hartford,CT
2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=b22aea31d6aa49ae&fccid=290a4498a64fc044&vjs=3,CACI,"Chantilly, VA 20151",Data Scientist,https://www.indeed.com/cmp/CACI-International-Inc/,"10,000+",Consulting and Business Services,$1B to $5B (USD),Chantilly,VA
2723,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,1,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=ec52547a7aa8cea4&fccid=c1099851e9794854&vjs=3,Apple,"Santa Clara Valley, CA 95014",iCloud Data Science Software Engineer - Cupertino & San Francisco,https://www.indeed.com/cmp/Apple/,"10,000+",Computers and Electronics,more than $10B (USD),Santa Clara Valley,CA
2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,2,2,2,0,3,0,https://www.indeed.com/rc/clk?jk=4ed11a7716d936f1&fccid=50208b5bf45ee3b8&vjs=3,Honeywell,"Phoenix, AZ 85034",Data Scientist (HCE),https://www.indeed.com/cmp/Honeywell/,"10,000+",Industrial Manufacturing,more than $10B (USD),Phoenix,AZ
2725,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,1,1,1,3,2,2,0,2,0,https://www.indeed.com/rc/clk?jk=77439bf7fef5b438&fccid=699f2e990e95e8eb&vjs=3,Southern California Edison,"Rosemead, CA 91771",Junior Data Scientist,https://www.indeed.com/cmp/Southern-California-Edison/,"10,000+",Energy and Utilities,more than $10B (USD),Rosemead,CA
2726,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,7,1,1,0,2,1,1,1,2,0,https://www.indeed.com/rc/clk?jk=08a0447c299f6654&fccid=4cdc512b3763b02a&vjs=3,Alaska Airlines,"Seattle, WA 98194",Data Scientist,https://www.indeed.com/cmp/Alaska-Airlines/,"10,000+",Transport and Freight,$1B to $5B (USD),Seattle,WA
2727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,https://www.indeed.com/rc/clk?jk=1149a06bae6bd6da&fccid=87e18851e462d3fe&vjs=3,Macmillan,"New York, NY 10010",Associate Data Scientist,https://www.indeed.com/cmp/Macmillan-Publishers/,"1,001 to 5,000",,$500M to $1B (USD),New York,NY
2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=2d564effc5c29e22&fccid=f37af6e0eae53880&vjs=3,Albertsons Companies,"Pleasanton, CA 94588",Data Scientist,https://www.indeed.com/cmp/Albertsons/,"10,000+",Retail,more than $10B (USD),Pleasanton,CA
2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=7078a1a6fe31c230&fccid=a7626cbc3cfa3f9c&vjs=3,ISE Data Systems,"Reston, VA",Data Scientist,,,,,Reston,VA
2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=fcb3275d1e7ef6f2&fccid=666bf8f78401e4df&vjs=3,Yoltaz,"Los Angeles, CA",Lead Data Scientist,,,,,Los Angeles,CA
2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,2,2,2,0,2,2,0,https://www.indeed.com/rc/clk?jk=e09fb496c2198211&fccid=4ed6ffc68430216f&vjs=3,Navy Federal Credit Union,"Vienna, VA 22180",Data Scientist (Predictive Modeler),https://www.indeed.com/cmp/Navy-Federal-Credit-Union/,"10,000+",Banks and Financial Services,$1B to $5B (USD),Vienna,VA
2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,2,2,2,0,2,2,0,https://www.indeed.com/rc/clk?jk=e09fb496c2198211&fccid=4ed6ffc68430216f&vjs=3,Navy Federal Credit Union,"Vienna, VA 22180",Data Scientist (Predictive Modeler),,,,,Vienna,VA
2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,2,2,2,0,2,2,0,https://www.indeed.com/rc/clk?jk=e09fb496c2198211&fccid=4ed6ffc68430216f&vjs=3,,,Data Scientist (Predictive Modeler),https://www.indeed.com/cmp/Navy-Federal-Credit-Union/,"10,000+",Banks and Financial Services,$1B to $5B (USD),,
2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,2,2,2,0,2,2,0,https://www.indeed.com/rc/clk?jk=e09fb496c2198211&fccid=4ed6ffc68430216f&vjs=3,,,Data Scientist (Predictive Modeler),,,,,,
2780,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=0f1e790a2dea9f0a&fccid=97bfb79867bd9b23&vjs=3,Pacific Life,"Newport Beach, CA",Data Scientist,https://www.indeed.com/cmp/Pacific-Life/,"1,001 to 5,000",Insurance,$5B to $10B (USD),Newport Beach,CA
2781,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,https://www.indeed.com/rc/clk?jk=a8af126d107c9799&fccid=e2a2a5c0f4f84192&vjs=3,Cleveland Clinic,"Independence, OH 44131",Data Scientist,https://www.indeed.com/cmp/Cleveland-Clinic/,"10,000+",Health Care,$1B to $5B (USD),Independence,OH
2845,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,2,3,0,0,0,0,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=dd675a7a2c029f91&fccid=64eee9c93d9ef045&vjs=3,SFL Scientific,"Boston, NY",Senior Data Scientist,,,,,Boston,NY
2846,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,2,0,https://www.indeed.com/rc/clk?jk=4976a93cf5e67083&fccid=fb3121413e779a8d&vjs=3,UNITED STATES SOCCER FEDERATION 1,"Chicago, IL 60616",Data Scientist,,,,,Chicago,IL
2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,https://www.indeed.com/rc/clk?jk=b56c0142f03a823b&fccid=c734dc8b03fc4451&vjs=3,VF Corporation,"Costa Mesa, CA",Vans Associate Data Scientist,https://www.indeed.com/cmp/Vf-Corporation/,"10,000+",Consumer Goods and Services,more than $10B (USD),Costa Mesa,CA
2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=0353019f65001e38&fccid=83e76ace00907ce5&vjs=3,"SolutionIT, Inc.","Atlanta, GA",Sr. Data Analyst,,,,,Atlanta,GA
2852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,"https://www.indeed.com/company/BlueStream-Consulting,-LLC/jobs/Technology-Consultant-14a052d192068fb2?fccid=22ade5f3d42c0d41&vjs=3","BlueStream Consulting, LLC","Baltimore, MD",Technology Consultant - Data Modeler,,,,,Baltimore,MD
2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,https://www.indeed.com/company/Atlas-Group-Ltd./jobs/Statistician-Data-Analyst-b8ebcfdc3960ba9d?fccid=064d1a29e7526bd6&vjs=3,Atlas Group Ltd.,"Washington, DC",Statistician/Data Analyst,,,,,Washington,DC
2854,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,0,https://www.indeed.com/rc/clk?jk=3f7ce524bdd7e922&fccid=50208b5bf45ee3b8&vjs=3,Honeywell,"Atlanta, GA 30308",Data Science Intern,https://www.indeed.com/cmp/Honeywell/,"10,000+",Industrial Manufacturing,more than $10B (USD),Atlanta,GA
2855,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,https://www.indeed.com/rc/clk?jk=632b34ed56aa6280&fccid=73ceef0a2153d2b8&vjs=3,Waymo,"Mountain View, CA","Intern, Software Engineering, Data Science",https://www.indeed.com/cmp/Waymo/,11 to 50,,,Mountain View,CA
2856,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=2230016fe42cdfa1&fccid=880add5cac04ed35&vjs=3,Conifer Health Solutions,"Frisco, TX",Data Science & Analytics Intern Summer 2020,https://www.indeed.com/cmp/Conifer-Health-Solutions/,"10,000+",Health Care,$500M to $1B (USD),Frisco,TX
2857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,0,https://www.indeed.com/rc/clk?jk=4ef2ea12e2dd060e&fccid=7e465a3d521b3ac3&vjs=3,Cox Automotive,"Atlanta, GA 30319",Data Science - 2020 Summer Intern,https://www.indeed.com/cmp/Cox-Automotive/,"10,000+",Auto,,Atlanta,GA
2858,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,3,0,https://www.indeed.com/rc/clk?jk=dc6150bbb4c72b2d&fccid=1639254ea84748b5&vjs=3,Facebook,"Los Angeles, CA","Data Scientist, Analytics (AR/VR)",https://www.indeed.com/cmp/Facebook/,"10,000+",Internet and Software,more than $10B (USD),Los Angeles,CA
2859,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,https://www.indeed.com/company/Arck-Solution-LLC/jobs/Senior-Data-Scientist-14a059779dd59116?fccid=f03a4045167c46c9&vjs=3,Arck Solution LLC,"Sunnyvale, CA",Sr. Data Scientist,,,,,Sunnyvale,CA
2860,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=c719c336bbd565fc&fccid=822bc5d9a49270ea&vjs=3,,,Staff Data Scientist,,,,,,
2861,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,2,2,0,0,0,0,0,0,0,0,1,1,1,0,3,0,https://www.indeed.com/rc/clk?jk=3ebdf21c0fd973eb&fccid=595d42593839d3a2&vjs=3,3M,"Maplewood, MN","Internship - M&SC Data Scientist Graduate Intern (Maplewood, MN)",https://www.indeed.com/cmp/3M/,"10,000+",Industrial Manufacturing,more than $10B (USD),Maplewood,MN
