,python,jupyter,pandas,numpy,tensorflow,keras,sklearn,r,rstudio,tidyverse,java,c,c++,c#,fortran,sas,matlab,spss,stata,excel,hadoop,spark,hive,pig,scala,tableau,d3,bi,sql,nosql,mysql,postgresql,sql server,mongo,redis,cassandra,neo4j,html,css,javascript,ruby,php,api,aws,cloud,big data,machine learning,deep learning,ai,nlp,graph,data visual,predictive,model,data mining,simulation,forecast,statistic,math,computer science,economics,engineering,clearance,job,company,location,job title,Link,Employees size,Industry,Revenue,city,state
11440,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,7,1,0,1,3,2,0,0,1,0,https://www.indeed.com/rc/clk?jk=6bdf40c517a6a723&fccid=5f1f0e6dcc6cbc83&vjs=3,Humana,"Louisville, KY 40229",Data Scientist 2,https://www.indeed.com/cmp/Humana/,"10,000+",Health Care,more than $10B (USD),Louisville,KY
11441,3,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,2,2,0,3,0,https://www.indeed.com/rc/clk?jk=57d91b70b1afae5e&fccid=fe2d21eef233e94a&vjs=3,"Amazon.com Services, Inc.","Seattle, WA",Sr. Data Scientist - Amazon Air,https://www.indeed.com/cmp/Amazon.com/,"10,000+",Internet and Software,more than $10B (USD),Seattle,WA
11442,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=f0e8b5e957b00e8d&fccid=b97aa9a98af93bad&vjs=3,Arizona State University,"Tempe, AZ",Data Analyst Sr,https://www.indeed.com/cmp/Arizona-State-University/,"5,001 to 10,000",Education and Schools,$1B to $5B (USD),Tempe,AZ
11443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=36885056802db1ad&fccid=6da56dff7396dece&vjs=3,U.Group,"Arlington, VA",Data Engineer,,,,,Arlington,VA
11444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,https://www.indeed.com/company/Preventa-Medical/jobs/Machine-Learning-Internship-Op-dfaa552db5c8bf05?fccid=f680452c52a3e1dd&vjs=3,Preventa Medical,"Boston, MA",Machine Learning Internship/Co-op (Start-up),,,,,Boston,MA
11445,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,1,0,3,0,https://www.indeed.com/rc/clk?jk=f8670968307b11b7&fccid=86e9be6ce380173e&vjs=3,Tesla,"Fremont, CA",Data Scientist - Quality Systems,https://www.indeed.com/cmp/Tesla/,"10,000+",Industrial Manufacturing,$5B to $10B (USD),Fremont,CA
11446,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,https://www.indeed.com/rc/clk?jk=b502b4f741af5b41&fccid=e4af9ca5b6d3a604&vjs=3,Philips,"Cambridge, MA",Data Scientist - Healthcare Research,https://www.indeed.com/cmp/Philips/,"10,000+",Health Care,$5B to $10B (USD),Cambridge,MA
11447,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,https://www.indeed.com/rc/clk?jk=7ec215888d9611e2&fccid=12626f295bf6a003&vjs=3,Logistics Management Institute,"Fort Belvoir, VA",Data Engineer/Scientist SME,https://www.indeed.com/cmp/Logistics-Management-Institute/,"501 to 1,000",Consulting and Business Services,$100M to $500M (USD),Fort Belvoir,VA
11448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=c6f4a3cbab13b1f6&fccid=674ea2d4e2e76959&vjs=3,VANU,"Lexington, MA 02421",Data Scientist – Geospatial Mapping & RF Modeling,,,,,Lexington,MA
11449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,5,0,0,0,2,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=60c278d5c45322b8&fccid=e5627ae4ca628ab2&vjs=3,CarMax,"Richmond, VA 23238",Sr. Data Scientist,https://www.indeed.com/cmp/Carmax/,"10,000+",Auto,more than $10B (USD),Richmond,VA
11458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,1,0,0,0,0,0,0,0,2,1,2,0,2,0,https://www.indeed.com/rc/clk?jk=88d6b4d06d76097e&fccid=3a71a4d2f7990a25&vjs=3,Allstate,"Northbrook, IL",Data Scientist/ Machine Learning Engineer,https://www.indeed.com/cmp/Allstate-Insurance/,"10,000+",Insurance,more than $10B (USD),Northbrook,IL
11459,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=39436761ae581b5a&fccid=160efb82f2462f14&vjs=3,Expedia.com,"Seattle, WA 98119",Senior Data Scientist (Insurance),https://www.indeed.com/cmp/Expedia-Group/,"10,000+",Internet and Software,$5B to $10B (USD),Seattle,WA
11460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=a8f56889cc18db2c&fccid=ab62981b768c40b2&vjs=3,arsolinc,"Jersey City, NJ 07302",Data Scientist,,,,,Jersey City,NJ
11461,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,https://www.indeed.com/rc/clk?jk=e5d14c1af64d45d5&fccid=9d58b2ccf32109ad&vjs=3,Novelis,"Oswego, NY 13126",Data Scientist - Manufacturing,https://www.indeed.com/cmp/Novelis/,"10,000+",Industrial Manufacturing,more than $10B (USD),Oswego,NY
11462,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=ce5c1028c0555a24&fccid=90344e51e9e06acc&vjs=3,Wealthfront,"Palo Alto, CA 94301",Data Science - New College Graduate,,,,,Palo Alto,CA
11463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,https://www.indeed.com/rc/clk?jk=363e681836eacf70&fccid=e6d4ba9e2cfe7902&vjs=3,Atlassian,"Mountain View, CA","Data Scientist, Core Strategy",https://www.indeed.com/cmp/Atlassian/,"1,001 to 5,000",Internet and Software,$100M to $500M (USD),Mountain View,CA
11527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,https://www.indeed.com/rc/clk?jk=b96714f93e0cc239&fccid=4323c95d2a6a9b5f&vjs=3,Cleared Recruiters,"Chantilly, VA",Data Scientist 2/3 - Secret,,,,,Chantilly,VA
11531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=6ac9262bcadaa129&fccid=60eb11476904a56f&vjs=3,Life Time,"Brookfield, WI 53045",Ultimate Hoops Statistician,https://www.indeed.com/cmp/Life-Time/,"501 to 1,000",Consumer Goods and Services,$100M to $500M (USD),Brookfield,WI
11532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,https://www.indeed.com/rc/clk?jk=42504e8615e974f0&fccid=c20166dea913bffc&vjs=3,,,Senior Data Scientist,,,,,,
11533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,https://www.indeed.com/rc/clk?jk=42504e8615e974f0&fccid=c20166dea913bffc&vjs=3,,,Senior Data Scientist,https://www.indeed.com/cmp/Kbrwyle/,"10,000+",Government,$1B to $5B (USD),,
11534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,https://www.indeed.com/rc/clk?jk=42504e8615e974f0&fccid=c20166dea913bffc&vjs=3,KBRWyle,"Lexington Park, MD 20653",Senior Data Scientist,,,,,Lexington Park,MD
11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,https://www.indeed.com/rc/clk?jk=42504e8615e974f0&fccid=c20166dea913bffc&vjs=3,KBRWyle,"Lexington Park, MD 20653",Senior Data Scientist,https://www.indeed.com/cmp/Kbrwyle/,"10,000+",Government,$1B to $5B (USD),Lexington Park,MD
11536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,3,1,0,0,0,1,2,0,0,1,1,1,0,2,0,https://www.indeed.com/rc/clk?jk=2178afade3fba045&fccid=fe2d21eef233e94a&vjs=3,"Amazon.com Services, Inc.","New York, NY",Applied Scientist - Amazon AI,https://www.indeed.com/cmp/Amazon.com/,"10,000+",Internet and Software,more than $10B (USD),New York,NY
11537,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,9,1,2,0,0,0,2,2,0,0,0,2,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=b1f97e3cb3f36982&fccid=fe2d21eef233e94a&vjs=3,"Amazon Web Services, Inc.","Herndon, VA",Security Data Scientist,https://www.indeed.com/cmp/Amazon.com/,"10,000+",Internet and Software,more than $10B (USD),Herndon,VA
11538,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,https://www.indeed.com/rc/clk?jk=05999d5df8763180&fccid=4e041af1d0af1bc8&vjs=3,Booz Allen Hamilton,"Arlington, VA",Lead Cybersecurity Data Scientist,https://www.indeed.com/cmp/Booz-Allen-Hamilton/,"10,000+",Consulting and Business Services,$5B to $10B (USD),Arlington,VA
11539,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=af6a31da7a74b6ac&fccid=6029925159297bcf&vjs=3,,,Data Scientist,,,,,,
11546,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,https://www.indeed.com/rc/clk?jk=af6a31da7a74b6ac&fccid=6029925159297bcf&vjs=3,Med-South,"Birmingham, AL 35233",Data Scientist,,,,,Birmingham,AL
11588,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,4,0,0,0,2,1,1,1,2,0,https://www.indeed.com/rc/clk?jk=37d2929815ecca59&fccid=0792d4422a398054&vjs=3,Well,"New York, NY",Data Scientist / Machine Learning Engineer,https://www.indeed.com/cmp/Well-cc67e271/,"5,001 to 10,000",Health Care,$25M to $100M (USD),New York,NY
11637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15,0,12,0,0,0,1,2,0,0,0,1,1,1,1,1,0,https://www.indeed.com/rc/clk?jk=6b0a68fe1df5d444&fccid=f7029f63fe5c906e&vjs=3,Verizon,"New York, NY 10007",Distinguished Data Scientist,https://www.indeed.com/cmp/Verizon/,"10,000+",Telecommunications,more than $10B (USD),New York,NY
11686,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,0,https://www.indeed.com/rc/clk?jk=c2cff1abb03d862c&fccid=381fad78e933959b&vjs=3,"Press Ganey Associates, Inc.","Chicago, IL 60606",Data Scientist,"https://www.indeed.com/cmp/Press-Ganey-Associates,-Inc./","1,001 to 5,000",,$100M to $500M (USD),Chicago,IL
11735,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,https://www.indeed.com/rc/clk?jk=e52990f892a762cb&fccid=e94a1fa857311da8&vjs=3,GCM Grosvenor,"Chicago, IL 60611",Data Scientist,https://www.indeed.com/cmp/Gcm-Grosvenor/,,,,Chicago,IL
11760,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,https://www.indeed.com/rc/clk?jk=6198392189d4ff70&fccid=9d432d46cca5020c&vjs=3,DSFederal Inc,"Bethesda, MD",Scientific Text Analyst / Data Scientist,https://www.indeed.com/cmp/Dsfederal-Inc/,51 to 200,Government,$25M to $100M (USD),Bethesda,MD
11809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,https://www.indeed.com/rc/clk?jk=002b740859e16830&fccid=3e901f592b439cea&vjs=3,Centers for Disease Control and Prevention,"Hyattsville, MD",Supervisory Statistician (Health ),https://www.indeed.com/cmp/Centers-For-Disease-Control-and-Prevention/,"10,000+",Government,,Hyattsville,MD
11815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,https://www.indeed.com/rc/clk?jk=002b740859e16830&fccid=3e901f592b439cea&vjs=3,Centers for Disease Control and Prevention,"Hyattsville, MD",Supervisory Statistician (Health ),,,,,Hyattsville,MD
11851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,https://www.indeed.com/rc/clk?jk=002b740859e16830&fccid=3e901f592b439cea&vjs=3,,,Supervisory Statistician (Health ),https://www.indeed.com/cmp/Centers-For-Disease-Control-and-Prevention/,"10,000+",Government,,,
11857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,https://www.indeed.com/rc/clk?jk=002b740859e16830&fccid=3e901f592b439cea&vjs=3,,,Supervisory Statistician (Health ),,,,,,
11858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,2,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=e007d9156f26a247&fccid=383c5395bc908e37&vjs=3,Parkview Health,"Fort Wayne, IN 46845",Data Scientist,https://www.indeed.com/cmp/Parkview-Health/,"10,000+",Health Care,$500M to $1B (USD),Fort Wayne,IN
11907,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=e7d24c3f3e09088e&fccid=641e2b39aca264ca&vjs=3,InterVenn,"San Francisco, CA",Clinical Data Scientist,,,,,San Francisco,CA
11921,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,https://www.indeed.com/rc/clk?jk=e7d24c3f3e09088e&fccid=641e2b39aca264ca&vjs=3,,,Clinical Data Scientist,,,,,,
11956,2,0,0,0,0,0,0,3,0,0,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,5,1,1,0,1,0,1,0,1,0,https://www.indeed.com/company/Extreme-Data-Technologies/jobs/Data-Scientist-2be70d6713c875ec?fccid=b382a5371eb80f96&vjs=3,Extreme Data Technologies,"Atlanta, GA",Data Scientist / Data Analyst / System Analyst (CDC),,,,,Atlanta,GA
12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=31d453b3b59bfa42&fccid=a4cd0efa7775ecd2&vjs=3,General Assembly,"Washington, DC",Instructional Associate - Data Science Immersive,https://www.indeed.com/cmp/General-Assembly/,51 to 200,Education and Schools,,Washington,DC
12054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,https://www.indeed.com/rc/clk?jk=bc4af98337dfd21a&fccid=edae4285faf6c2f0&vjs=3,BOEING,"Bellevue, WA",Data Science & Analytics Intern (Paid) - Summer 2020,https://www.indeed.com/cmp/Boeing/,"10,000+",Aerospace and Defense,more than $10B (USD),Bellevue,WA
12103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=c413c3d60cee15f7&fccid=884c78d08b75cde1&vjs=3,Giant Eagle,"Pittsburgh, PA 15238","Scientist, Data","https://www.indeed.com/cmp/Giant-Eagle,-Inc./","10,000+",Retail,$5B to $10B (USD),Pittsburgh,PA
12152,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,https://www.indeed.com/rc/clk?jk=98545ca0ce17b6ab&fccid=e223a70f4b467dcd&vjs=3,Zensar Technologies,"Austin, TX",Data Scientist,https://www.indeed.com/cmp/Zensar-Technologies/,"5,001 to 10,000",Internet and Software,more than $10B (USD),Austin,TX
12201,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,https://www.indeed.com/rc/clk?jk=539393521c6bfb9d&fccid=7a67456e1e872f95&vjs=3,Williams Consulting LLC,"Baltimore, MD 21228",Data Scientist,https://www.indeed.com/cmp/Williams-Consulting-LLC/,,,,Baltimore,MD
12207,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,https://www.indeed.com/rc/clk?jk=539393521c6bfb9d&fccid=7a67456e1e872f95&vjs=3,Williams Consulting LLC,"Baltimore, MD 21228",Data Scientist,,,,,Baltimore,MD
12243,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,https://www.indeed.com/rc/clk?jk=539393521c6bfb9d&fccid=7a67456e1e872f95&vjs=3,,,Data Scientist,https://www.indeed.com/cmp/Williams-Consulting-LLC/,,,,,
12249,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,https://www.indeed.com/rc/clk?jk=539393521c6bfb9d&fccid=7a67456e1e872f95&vjs=3,,,Data Scientist,,,,,,
12250,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=48fe7bde96079a4e&fccid=45f7e11d0973ee3a&vjs=3,Bristol-Myers Squibb,"Devens, MA 01434",Data Scientist,https://www.indeed.com/cmp/Bristol--myers-Squibb/,"10,000+",Pharmaceuticals,more than $10B (USD),Devens,MA
12251,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=48fe7bde96079a4e&fccid=45f7e11d0973ee3a&vjs=3,Bristol-Myers Squibb,"Devens, MA 01434",Data Scientist,,,,,Devens,MA
12257,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=48fe7bde96079a4e&fccid=45f7e11d0973ee3a&vjs=3,,,Data Scientist,https://www.indeed.com/cmp/Bristol--myers-Squibb/,"10,000+",Pharmaceuticals,more than $10B (USD),,
12258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,https://www.indeed.com/rc/clk?jk=48fe7bde96079a4e&fccid=45f7e11d0973ee3a&vjs=3,,,Data Scientist,,,,,,
12299,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,5,0,https://www.indeed.com/rc/clk?jk=68cbdebf7369e943&fccid=f0245bd51fee7608&vjs=3,Course5 Intelligence,"Seattle, WA",Data Scientist,,,,,Seattle,WA
12348,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,https://www.indeed.com/rc/clk?jk=8d832b29dbac3ab9&fccid=2fb270b34482755c&vjs=3,"Lucas Systems, Inc.","Wexford, PA",Data Scientist,"https://www.indeed.com/cmp/Lucas-Systems,-Inc./",11 to 50,,$5M to $25M (USD),Wexford,PA
12397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,https://www.indeed.com/rc/clk?jk=f1813a6c6b1f126d&fccid=552a89b3d7cc1648&vjs=3,Center for Cancer Research,"Rockville, MD","Staff Scientist - data analysis, design collaboration",,,,,Rockville,MD
